HP_0000001	false
HP_0011795	HP_0008643
HP_0008380	HP_0002164
HP_0000456	HP_0000436
HP_0200020	HP_0011495
HP_0004047	HP_0003856
HP_0004047	HP_0004039
HP_0008335	HP_0003355
HP_0100376	HP_0010203
HP_0100376	HP_0010337
HP_0100376	HP_0010371
HP_0100376	HP_0010382
HP_0003785	HP_0002921
HP_0003787	HP_0003789
HP_0005201	HP_0006707
HP_0009851	HP_0009767
HP_0009851	HP_0009834
HP_0009642	HP_0009617
HP_0009642	HP_0009836
HP_0009642	HP_0011304
HP_0012086	HP_0003110
HP_0010241	HP_0009381
HP_0010241	HP_0009803
HP_0010241	HP_0009851
HP_0000119	HP_0000118
HP_0010494	HP_0006493
HP_0010494	HP_0010884
HP_0012228	HP_0002315
HP_0002244	HP_0002242
HP_0001655	HP_0001631
HP_0007067	HP_0000763
HP_0000269	HP_0011217
HP_0001870	HP_0001842
HP_0001870	HP_0010189
HP_0009168	HP_0004219
HP_0009168	HP_0009375
HP_0009168	HP_0009845
HP_0009797	HP_0008609
HP_0011767	HP_0000828
HP_0000327	HP_0009117
HP_0006568	HP_0001392
HP_0010266	HP_0010237
HP_0010266	HP_0010244
HP_0009516	HP_0009491
HP_0009516	HP_0009500
HP_0009516	HP_0010260
HP_0009738	HP_0000377
HP_0000606	HP_0000271
HP_0008588	HP_0000402
HP_0010835	HP_0003474
HP_0000974	HP_0008067
HP_0100542	HP_0012210
HP_0003249	HP_0012243
HP_0012036	HP_0003202
HP_0000519	HP_0000518
HP_0001737	HP_0012090
HP_0100448	HP_0010386
HP_0100499	HP_0100498
HP_0011222	HP_0002056
HP_0003146	HP_0003107
HP_0011202	HP_0002353
HP_0007458	HP_0000974
HP_0005506	HP_0005558
HP_0009390	HP_0009152
HP_0009390	HP_0010236
HP_0011649	HP_0001643
HP_0009542	HP_0009541
HP_0001337	HP_0100022
HP_0009722	HP_0000682
HP_0004676	HP_0000336
HP_0009992	HP_0009986
HP_0009992	HP_0009989
HP_0009992	HP_0010002
HP_0009592	HP_0009733
HP_0009592	HP_0100707
HP_0008747	HP_0001600
HP_0000655	HP_0000546
HP_0001139	HP_0000610
HP_0002783	HP_0002205
HP_0004944	HP_0002617
HP_0004944	HP_0009145
HP_0006266	HP_0100767
HP_0010310	HP_0002202
HP_0011686	HP_0006704
HP_0003922	HP_0003907
HP_0000666	HP_0000639
HP_0012127	HP_0004353
HP_0011307	HP_0001780
HP_0008710	HP_0000811
HP_0007289	HP_0002380
HP_0011343	HP_0001263
HP_0005473	HP_0004452
HP_0005473	HP_0100240
HP_0007270	HP_0002121
HP_0011289	HP_0011195
HP_0005092	HP_0004979
HP_0002240	HP_0001392
HP_0002240	HP_0003271
HP_0004879	HP_0002883
HP_0100178	HP_0100075
HP_0100178	HP_0100094
HP_0010874	HP_0000991
HP_0010874	HP_0100261
HP_0009504	HP_0009490
HP_0009504	HP_0009499
HP_0009504	HP_0010248
HP_0000317	HP_0000301
HP_0000317	HP_0002411
HP_0010082	HP_0001859
HP_0010082	HP_0010053
HP_0010082	HP_0010091
HP_0010082	HP_0010191
HP_0009108	HP_0003366
HP_0009108	HP_0005613
HP_0009108	HP_0009103
HP_0007786	HP_0007894
HP_0001730	HP_0000365
HP_0008993	HP_0009126
HP_0009614	HP_0009613
HP_0009614	HP_0009944
HP_0009614	HP_0010005
HP_0012099	HP_0003117
HP_0000601	HP_0100886
HP_0002690	HP_0002679
HP_0000894	HP_0006710
HP_0005311	HP_0004930
HP_0007131	HP_0007108
HP_0008073	HP_0011436
HP_0011585	HP_0001683
HP_0011436	HP_0002686
HP_0001746	HP_0010451
HP_0010730	HP_0000534
HP_0011674	HP_0100544
HP_0009211	HP_0004224
HP_0009211	HP_0009390
HP_0009211	HP_0010265
HP_0001191	HP_0001155
HP_0001191	HP_0003019
HP_0100287	HP_0003457
HP_0001117	HP_0001123
HP_0003716	HP_0011805
HP_0011102	HP_0001549
HP_0011102	HP_0011100
HP_0012154	HP_0100851
HP_0011941	HP_0008422
HP_0004493	HP_0000271
HP_0004493	HP_0004437
HP_0005133	HP_0001707
HP_0100927	HP_0100924
HP_0007717	HP_0000509
HP_0006790	HP_0002538
HP_0004911	HP_0001942
HP_0003797	HP_0003202
HP_0000742	HP_0100716
HP_0003517	HP_0000098
HP_0002697	HP_0002696
HP_0003677	HP_0003679
HP_0002145	HP_0000726
HP_0007015	HP_0002275
HP_0100277	HP_0000383
HP_0100277	HP_0100276
HP_0005661	HP_0002754
HP_0001249	HP_0100543
HP_0008189	HP_0011014
HP_0005401	HP_0002841
HP_0011135	HP_0000971
HP_0003448	HP_0000762
HP_0100577	HP_0000009
HP_0001648	HP_0001707
HP_0002843	HP_0004332
HP_0003368	HP_0003366
HP_0004453	HP_0000396
HP_0002144	HP_0002143
HP_0001347	HP_0007256
HP_0100224	HP_0100077
HP_0100224	HP_0100099
HP_0100092	HP_0010329
HP_0100159	HP_0100057
HP_0100159	HP_0100093
HP_0010196	HP_0010175
HP_0010196	HP_0010183
HP_0100731	HP_0002006
HP_0100731	HP_0011338
HP_0007893	HP_0000546
HP_0001227	HP_0001421
HP_0000377	HP_0000356
HP_0100536	HP_0003549
HP_0008866	HP_0002719
HP_0009800	HP_0000819
HP_0009800	HP_0002686
HP_0100115	HP_0100048
HP_0100115	HP_0100089
HP_0010551	HP_0010549
HP_0002251	HP_0004362
HP_0100734	HP_0003468
HP_0100734	HP_0005930
HP_0002992	HP_0002981
HP_0010372	HP_0010174
HP_0010372	HP_0010336
HP_0009942	HP_0009602
HP_0009942	HP_0009997
HP_0006490	HP_0000944
HP_0006490	HP_0002814
HP_0010384	HP_0010174
HP_0010384	HP_0010342
HP_0008775	HP_0000022
HP_0010693	HP_0007648
HP_0011342	HP_0001263
HP_0005225	HP_0000969
HP_0005225	HP_0002242
HP_0006442	HP_0003038
HP_0100393	HP_0100367
HP_0100393	HP_0100373
HP_0008138	HP_0008364
HP_0009618	HP_0009602
HP_0008815	HP_0008803
HP_0001967	HP_0001966
HP_0007156	HP_0003552
HP_0009406	HP_0009772
HP_0009406	HP_0100920
HP_0007104	HP_0007377
HP_0100438	HP_0010205
HP_0100438	HP_0010373
HP_0007832	HP_0000591
HP_0005653	HP_0000939
HP_0007321	HP_0007103
HP_0100548	HP_0004298
HP_0005247	HP_0010318
HP_0006208	HP_0003021
HP_0011402	HP_0007108
HP_0002438	HP_0001317
HP_0008668	HP_0000133
HP_0008998	HP_0005258
HP_0010902	HP_0004337
HP_0004224	HP_0004219
HP_0004224	HP_0009152
HP_0004224	HP_0010244
HP_0011392	HP_0011391
HP_0011169	HP_0002197
HP_0100230	HP_0100083
HP_0100230	HP_0100099
HP_0011193	HP_0011185
HP_0010063	HP_0010057
HP_0010063	HP_0010178
HP_0010063	HP_0100930
HP_0010097	HP_0010084
HP_0010097	HP_0010101
HP_0006598	HP_0000772
HP_0006598	HP_0011849
HP_0007755	HP_0200020
HP_0004372	HP_0011446
HP_0012122	HP_0000554
HP_0003382	HP_0000759
HP_0004914	HP_0001988
HP_0007616	HP_0001052
HP_0009820	HP_0006494
HP_0009820	HP_0009828
HP_0001297	HP_0100659
HP_0001994	HP_0011038
HP_0100333	HP_0100335
HP_0007439	HP_0011368
HP_0003963	HP_0002973
HP_0002570	HP_0002630
HP_0005173	HP_0001650
HP_0002017	HP_0011458
HP_0009945	HP_0009541
HP_0009945	HP_0009946
HP_0010247	HP_0010229
HP_0010247	HP_0010243
HP_0100242	HP_0011792
HP_0004279	HP_0005927
HP_0004279	HP_0100871
HP_0001302	HP_0002536
HP_0003298	HP_0002414
HP_0000610	HP_0000553
HP_0000610	HP_0001098
HP_0001734	HP_0012090
HP_0000217	HP_0100755
HP_0000710	HP_0000708
HP_0008776	HP_0000077
HP_0006507	HP_0003063
HP_0006507	HP_0006496
HP_0010605	HP_0010604
HP_0100539	HP_0000282
HP_0100539	HP_0000606
HP_0100358	HP_0010339
HP_0004948	HP_0002597
HP_0008984	HP_0009004
HP_0005559	HP_0010876
HP_0004836	HP_0002488
HP_0005944	HP_0006703
HP_0012110	HP_0007361
HP_0010330	HP_0010161
HP_0010330	HP_0010320
HP_0000960	HP_0010767
HP_0000960	HP_0010781
HP_0010819	HP_0002197
HP_0011625	HP_0011623
HP_0100649	HP_0000163
HP_0100649	HP_0011793
HP_0003251	HP_0000789
HP_0000108	HP_0000107
HP_0000108	HP_0011035
HP_0000108	HP_0100957
HP_0006456	HP_0010591
HP_0008687	HP_0008775
HP_0009596	HP_0009535
HP_0009596	HP_0009580
HP_0009596	HP_0010242
HP_0011787	HP_0000821
HP_0002850	HP_0004313
HP_0008396	HP_0001597
HP_0002189	HP_0002360
HP_0100663	HP_0000357
HP_0006232	HP_0005916
HP_0002313	HP_0002061
HP_0002313	HP_0002385
HP_0011980	HP_0001081
HP_0011752	HP_0011751
HP_0003288	HP_0003287
HP_0001197	HP_0000118
HP_0012246	HP_0000597
HP_0012246	HP_0001291
HP_0009566	HP_0009536
HP_0009566	HP_0009557
HP_0009566	HP_0009882
HP_0002849	HP_0002733
HP_0000762	HP_0003134
HP_0011306	HP_0001991
HP_0001187	HP_0001167
HP_0001187	HP_0001382
HP_0007232	HP_0002503
HP_0000512	HP_0000479
HP_0004797	HP_0011100
HP_0010080	HP_0010053
HP_0010080	HP_0010062
HP_0010080	HP_0010189
HP_0011685	HP_0005345
HP_0007651	HP_0000656
HP_0004961	HP_0004414
HP_0009827	HP_0009815
HP_0100398	HP_0010367
HP_0100398	HP_0010368
HP_0011415	HP_0100767
HP_0007066	HP_0003552
HP_0100020	HP_0100017
HP_0002553	HP_0000534
HP_0010754	HP_0000277
HP_0002656	HP_0002652
HP_0002656	HP_0005930
HP_0003717	HP_0003758
HP_0008591	HP_0000405
HP_0002749	HP_0004349
HP_0002726	HP_0007499
HP_0006336	HP_0006486
HP_0011378	HP_0011376
HP_0004616	HP_0008438
HP_0011655	HP_0001719
HP_0100761	HP_0007461
HP_0001433	HP_0001392
HP_0001433	HP_0001743
HP_0001433	HP_0003271
HP_0100406	HP_0010391
HP_0100406	HP_0010394
HP_0004562	HP_0004568
HP_0011786	HP_0000836
HP_0004927	HP_0004414
HP_0010339	HP_0005830
HP_0010339	HP_0010321
HP_0000692	HP_0000164
HP_0002300	HP_0002167
HP_0002300	HP_0100851
HP_0004398	HP_0011024
HP_0004231	HP_0006502
HP_0004695	HP_0010655
HP_0100232	HP_0100085
HP_0100232	HP_0100099
HP_0004760	HP_0001671
HP_0005527	HP_0005559
HP_0005527	HP_0010989
HP_0011129	HP_0010945
HP_0010893	HP_0004338
HP_0000878	HP_0000921
HP_0003213	HP_0003254
HP_0003213	HP_0004353
HP_0007761	HP_0000575
HP_0004422	HP_0002648
HP_0000403	HP_0000388
HP_0000403	HP_0002719
HP_0003658	HP_0003112
HP_0003658	HP_0010901
HP_0004027	HP_0002818
HP_0004027	HP_0006504
HP_0001421	HP_0001155
HP_0001421	HP_0001446
HP_0100021	HP_0011442
HP_0100021	HP_0100022
HP_0001800	HP_0001792
HP_0001800	HP_0010624
HP_0003945	HP_0009811
HP_0100810	HP_0011039
HP_0005744	HP_0000939
HP_0001966	HP_0012210
HP_0100643	HP_0001597
HP_0002069	HP_0002197
HP_0010778	HP_0002778
HP_0005265	HP_0002244
HP_0011660	HP_0004414
HP_0005531	HP_0002488
HP_0011149	HP_0011148
HP_0011454	HP_0004452
HP_0010894	HP_0004337
HP_0100943	HP_0100930
HP_0100943	HP_0100947
HP_0100264	HP_0100262
HP_0011822	HP_0000306
HP_0001686	HP_0001608
HP_0007763	HP_0001009
HP_0007763	HP_0008046
HP_0007011	HP_0006824
HP_0010695	HP_0010920
HP_0009357	HP_0009316
HP_0007510	HP_0008065
HP_0100377	HP_0010203
HP_0100377	HP_0010343
HP_0100377	HP_0010383
HP_0100377	HP_0010394
HP_0010306	HP_0000765
HP_0100201	HP_0100076
HP_0100201	HP_0100096
HP_0200007	HP_0008050
HP_0005183	HP_0001697
HP_0006599	HP_0000889
HP_0011187	HP_0011185
HP_0007133	HP_0009830
HP_0100540	HP_0000492
HP_0100540	HP_0100539
HP_0003417	HP_0008428
HP_0011821	HP_0000929
HP_0006288	HP_0006292
HP_0007535	HP_0001010
HP_0002166	HP_0002495
HP_0008824	HP_0000946
HP_0012292	HP_0000168
HP_0005498	HP_0000236
HP_0008518	HP_0000925
HP_0008518	HP_0009122
HP_0007791	HP_0007698
HP_0007227	HP_0002536
HP_0001555	HP_0001547
HP_0011425	HP_0001197
HP_0001943	HP_0011015
HP_0100209	HP_0100084
HP_0100209	HP_0100097
HP_0010213	HP_0010212
HP_0003552	HP_0011804
HP_0007901	HP_0000479
HP_0007553	HP_0000972
HP_0000412	HP_0000377
HP_0004491	HP_0000239
HP_0009180	HP_0009179
HP_0009180	HP_0009465
HP_0004022	HP_0003854
HP_0004022	HP_0004015
HP_0006587	HP_0000889
HP_0010479	HP_0010478
HP_0011005	HP_0001394
HP_0000410	HP_0000405
HP_0003339	HP_0001889
HP_0010414	HP_0010348
HP_0010414	HP_0010356
HP_0003021	HP_0000944
HP_0005831	HP_0001156
HP_0011739	HP_0011736
HP_0008141	HP_0001780
HP_0009728	HP_0011793
HP_0008430	HP_0004568
HP_0002947	HP_0002808
HP_0002947	HP_0005905
HP_0005528	HP_0012145
HP_0012184	HP_0010980
HP_0001301	HP_0009830
HP_0004442	HP_0001363
HP_0001592	HP_0009804
HP_0011521	HP_0000642
HP_0011521	HP_0011518
HP_0100363	HP_0010337
HP_0100363	HP_0010371
HP_0100363	HP_0010745
HP_0009926	HP_0000632
HP_0011058	HP_0000704
HP_0003540	HP_0011869
HP_0010736	HP_0010734
HP_0004394	HP_0006753
HP_0011418	HP_0010881
HP_0007859	HP_0000666
HP_0007859	HP_0006934
HP_0004610	HP_0003416
HP_0007754	HP_0000608
HP_0006509	HP_0002778
HP_0007065	HP_0002334
HP_0004590	HP_0008517
HP_0003967	HP_0002973
HP_0008956	HP_0001441
HP_0008956	HP_0007126
HP_0100755	HP_0000163
HP_0011683	HP_0001629
HP_0004438	HP_0005465
HP_0001140	HP_0000481
HP_0001140	HP_0000502
HP_0001140	HP_0000591
HP_0002689	HP_0005453
HP_0010675	HP_0001760
HP_0010675	HP_0011849
HP_0003142	HP_0004368
HP_0003759	HP_0100766
HP_0200026	HP_0000284
HP_0001812	HP_0001795
HP_0009623	HP_0009603
HP_0011397	HP_0002143
HP_0000065	HP_0000058
HP_0010233	HP_0003842
HP_0010233	HP_0005920
HP_0010641	HP_0010640
HP_0010896	HP_0010898
HP_0004329	HP_0000478
HP_0006783	HP_0000600
HP_0000503	HP_0008054
HP_0007831	HP_0000544
HP_0000044	HP_0000135
HP_0011702	HP_0011675
HP_0012073	HP_0003110
HP_0000252	HP_0000240
HP_0000252	HP_0007364
HP_0000021	HP_0010936
HP_0012052	HP_0100511
HP_0007024	HP_0001260
HP_0007024	HP_0001618
HP_0007024	HP_0002015
HP_0007024	HP_0002200
HP_0100395	HP_0100366
HP_0100395	HP_0100375
HP_0008783	HP_0006489
HP_0002292	HP_0011360
HP_0003071	HP_0005930
HP_0009919	HP_0002898
HP_0009919	HP_0100012
HP_0011355	HP_0000951
HP_0003075	HP_0010876
HP_0011580	HP_0001633
HP_0006727	HP_0006721
HP_0009734	HP_0009733
HP_0100623	HP_0000036
HP_0006200	HP_0006009
HP_0004749	HP_0001692
HP_0000588	HP_0000587
HP_0000588	HP_0000589
HP_0001374	HP_0002827
HP_0011696	HP_0011694
HP_0006951	HP_0002350
HP_0010546	HP_0100022
HP_0011481	HP_0000614
HP_0008593	HP_0009896
HP_0004854	HP_0001873
HP_0010327	HP_0005830
HP_0010327	HP_0010319
HP_0010427	HP_0010412
HP_0010427	HP_0010428
HP_0006187	HP_0009773
HP_0004358	HP_0001939
HP_0002687	HP_0000245
HP_0010444	HP_0001641
HP_0003954	HP_0002973
HP_0003701	HP_0001324
HP_0003453	HP_0002960
HP_0003057	HP_0009827
HP_0010049	HP_0005914
HP_0008725	HP_0000787
HP_0002394	HP_0001288
HP_0008572	HP_0000356
HP_0005107	HP_0000925
HP_0000158	HP_0000157
HP_0000158	HP_0003712
HP_0012182	HP_0002860
HP_0002611	HP_0001396
HP_0100590	HP_0002034
HP_0100590	HP_0100589
HP_0100590	HP_0100819
HP_0010202	HP_0010183
HP_0003051	HP_0000944
HP_0010133	HP_0010119
HP_0010133	HP_0010126
HP_0100826	HP_0001597
HP_0100826	HP_0011793
HP_0010645	HP_0010185
HP_0010645	HP_0010745
HP_0004001	HP_0003999
HP_0002981	HP_0002814
HP_0002472	HP_0002538
HP_0001058	HP_0011354
HP_0004497	HP_0009924
HP_0001840	HP_0001832
HP_0010996	HP_0004354
HP_0007449	HP_0009719
HP_0010760	HP_0011306
HP_0008438	HP_0003312
HP_0004925	HP_0003128
HP_0008209	HP_0000137
HP_0002879	HP_0003312
HP_0005565	HP_0005932
HP_0000095	HP_0012210
HP_0000539	HP_0000478
HP_0004779	HP_0002299
HP_0010927	HP_0010929
HP_0009706	HP_0009701
HP_0009706	HP_0010011
HP_0010368	HP_0010182
HP_0010368	HP_0010330
HP_0009983	HP_0009974
HP_0009983	HP_0009977
HP_0009983	HP_0010003
HP_0003932	HP_0003926
HP_0010286	HP_0000163
HP_0002170	HP_0011029
HP_0002170	HP_0100659
HP_0003653	HP_0011020
HP_0004236	HP_0006014
HP_0000472	HP_0000464
HP_0008067	HP_0010647
HP_0001131	HP_0000481
HP_0000835	HP_0011732
HP_0011017	HP_0001939
HP_0005109	HP_0001760
HP_0005109	HP_0100261
HP_0002077	HP_0002076
HP_0009116	HP_0000929
HP_0009116	HP_0009122
HP_0004045	HP_0004039
HP_0010575	HP_0003368
HP_0001954	HP_0001945
HP_0004955	HP_0005116
HP_0003163	HP_0010472
HP_0011931	HP_0002438
HP_0009673	HP_0009663
HP_0009673	HP_0009695
HP_0009673	HP_0010266
HP_0001262	HP_0004372
HP_0012026	HP_0012025
HP_0000419	HP_0000366
HP_0010281	HP_0000178
HP_0010281	HP_0000202
HP_0011957	HP_0009131
HP_0003173	HP_0009104
HP_0011430	HP_0011425
HP_0100677	HP_0100672
HP_0000980	HP_0011121
HP_0005043	HP_0003913
HP_0011091	HP_0011089
HP_0005794	HP_0004950
HP_0005327	HP_0004673
HP_0002599	HP_0002457
HP_0008108	HP_0008369
HP_0100599	HP_0000036
HP_0002766	HP_0008518
HP_0009267	HP_0009248
HP_0009267	HP_0009399
HP_0009267	HP_0010274
HP_0009818	HP_0006493
HP_0009818	HP_0009827
HP_0010481	HP_0000796
HP_0002133	HP_0001250
HP_0007018	HP_0000736
HP_0007018	HP_0000752
HP_0004339	HP_0004337
HP_0001769	HP_0001760
HP_0000652	HP_0000625
HP_0001380	HP_0001382
HP_0001281	HP_0011804
HP_0003533	HP_0001939
HP_0008798	HP_0003185
HP_0007924	HP_0000529
HP_0003880	HP_0003881
HP_0010058	HP_0008362
HP_0010058	HP_0010057
HP_0010058	HP_0010173
HP_0002119	HP_0002118
HP_0001915	HP_0001876
HP_0005914	HP_0001163
HP_0005914	HP_0005927
HP_0011803	HP_0004122
HP_0005294	HP_0011004
HP_0009760	HP_0001059
HP_0100046	HP_0010164
HP_0100046	HP_0010323
HP_0009817	HP_0006493
HP_0009817	HP_0009825
HP_0006646	HP_0006662
HP_0006646	HP_0100593
HP_0100918	HP_0009541
HP_0100918	HP_0100899
HP_0009341	HP_0009332
HP_0009341	HP_0009416
HP_0009341	HP_0010252
HP_0010194	HP_0010173
HP_0010194	HP_0010183
HP_0005135	HP_0003115
HP_0012210	HP_0000077
HP_0002526	HP_0002167
HP_0010951	HP_0002118
HP_0007314	HP_0002282
HP_0100003	HP_0002585
HP_0100003	HP_0100001
HP_0100003	HP_0100016
HP_0003712	HP_0011805
HP_0007361	HP_0011283
HP_0001802	HP_0001798
HP_0001802	HP_0010624
HP_0009413	HP_0009320
HP_0009413	HP_0010231
HP_0000766	HP_0000765
HP_0100711	HP_0000765
HP_0100711	HP_0000925
HP_0003403	HP_0003457
HP_0009433	HP_0004172
HP_0009433	HP_0009443
HP_0009433	HP_0009847
HP_0012128	HP_0002134
HP_0002924	HP_0000847
HP_0010807	HP_0000692
HP_0002673	HP_0003367
HP_0100823	HP_0100790
HP_0011090	HP_0011089
HP_0011446	HP_0002011
HP_0006714	HP_0000766
HP_0006714	HP_0006711
HP_0000586	HP_0000520
HP_0003987	HP_0002997
HP_0003645	HP_0001928
HP_0011637	HP_0011636
HP_0007708	HP_0000561
HP_0004524	HP_0011361
HP_0012030	HP_0012029
HP_0008654	HP_0001969
HP_0006837	HP_0002277
HP_0010530	HP_0001336
HP_0010734	HP_0003330
HP_0006011	HP_0010049
HP_0100562	HP_0100561
HP_0009836	HP_0009768
HP_0009836	HP_0009832
HP_0100034	HP_0100033
HP_0002267	HP_0002071
HP_0008482	HP_0003312
HP_0100635	HP_0002864
HP_0100635	HP_0005344
HP_0007530	HP_0000972
HP_0010148	HP_0010123
HP_0010148	HP_0010124
HP_0000301	HP_0003011
HP_0000301	HP_0011799
HP_0004439	HP_0000271
HP_0004439	HP_0000929
HP_0003343	HP_0001939
HP_0100596	HP_0100597
HP_0004758	HP_0004756
HP_0100070	HP_0010166
HP_0100070	HP_0010335
HP_0002715	HP_0000118
HP_0009060	HP_0001465
HP_0004609	HP_0003312
HP_0006781	HP_0000854
HP_0002943	HP_0002650
HP_0002943	HP_0100711
HP_0200029	HP_0002633
HP_0200029	HP_0011276
HP_0000320	HP_0001999
HP_0011299	HP_0005918
HP_0008803	HP_0003185
HP_0011370	HP_0001581
HP_0010223	HP_0010222
HP_0002318	HP_0002196
HP_0011717	HP_0011687
HP_0007074	HP_0200010
HP_0010706	HP_0006101
HP_0009955	HP_0009947
HP_0009955	HP_0009956
HP_0009955	HP_0010003
HP_0200003	HP_0005930
HP_0002111	HP_0002091
HP_0009236	HP_0009233
HP_0009126	HP_0009025
HP_0009126	HP_0009124
HP_0002361	HP_0001268
HP_0003452	HP_0011031
HP_0009522	HP_0009497
HP_0009522	HP_0009500
HP_0009522	HP_0010266
HP_0011771	HP_0000829
HP_0009107	HP_0003366
HP_0009107	HP_0011849
HP_0001324	HP_0011804
HP_0001741	HP_0100587
HP_0003646	HP_0011279
HP_0100015	HP_0011235
HP_0001539	HP_0004299
HP_0002536	HP_0002269
HP_0002536	HP_0002538
HP_0005535	HP_0001878
HP_0010031	HP_0009655
HP_0010031	HP_0009856
HP_0010031	HP_0010009
HP_0010031	HP_0100914
HP_0010320	HP_0001780
HP_0011201	HP_0002353
HP_0002561	HP_0006709
HP_0012144	HP_0005561
HP_0005108	HP_0000925
HP_0004401	HP_0010676
HP_0011840	HP_0002843
HP_0002663	HP_0005930
HP_0002663	HP_0010656
HP_0002910	HP_0001392
HP_0006499	HP_0002823
HP_0006499	HP_0006500
HP_0007229	HP_0002514
HP_0005622	HP_0011314
HP_0005003	HP_0010574
HP_0005003	HP_0010577
HP_0011067	HP_0011069
HP_0010383	HP_0010173
HP_0010383	HP_0010342
HP_0006715	HP_0002864
HP_0011228	HP_0000534
HP_0007256	HP_0011442
HP_0000774	HP_0005257
HP_0012145	HP_0005561
HP_0003200	HP_0004303
HP_0004789	HP_0002024
HP_0007379	HP_0000119
HP_0007379	HP_0011793
HP_0100528	HP_0100527
HP_0100528	HP_0100552
HP_0007109	HP_0002518
HP_0007109	HP_0010576
HP_0002980	HP_0002823
HP_0002980	HP_0002979
HP_0011561	HP_0011546
HP_0011170	HP_0002123
HP_0001291	HP_0002011
HP_0000401	HP_0000400
HP_0007425	HP_0007458
HP_0002557	HP_0006709
HP_0000267	HP_0002648
HP_0009470	HP_0009319
HP_0005356	HP_0004431
HP_0007233	HP_0003450
HP_0007730	HP_0008034
HP_0004478	HP_0011817
HP_0100245	HP_0007378
HP_0100245	HP_0010614
HP_0100245	HP_0100244
HP_0010394	HP_0010184
HP_0010394	HP_0010342
HP_0007418	HP_0001596
HP_0011069	HP_0006483
HP_0010022	HP_0009193
HP_0010022	HP_0009693
HP_0010022	HP_0010014
HP_0010022	HP_0010275
HP_0005736	HP_0003026
HP_0005736	HP_0005772
HP_0100387	HP_0010745
HP_0009309	HP_0009283
HP_0009309	HP_0009407
HP_0009309	HP_0009850
HP_0010701	HP_0005368
HP_0010701	HP_0005372
HP_0010344	HP_0010322
HP_0011590	HP_0011587
HP_0009348	HP_0009333
HP_0009348	HP_0009412
HP_0009348	HP_0010270
HP_0100029	HP_0100028
HP_0003292	HP_0004361
HP_0002679	HP_0000929
HP_0010258	HP_0010229
HP_0010258	HP_0010244
HP_0011075	HP_0011073
HP_0011947	HP_0002088
HP_0007574	HP_0007440
HP_0100108	HP_0100052
HP_0100108	HP_0100088
HP_0009105	HP_0003172
HP_0009105	HP_0009106
HP_0007526	HP_0001053
HP_0007561	HP_0100585
HP_0007359	HP_0001250
HP_0003866	HP_0003063
HP_0008072	HP_0002686
HP_0006557	HP_0006706
HP_0001226	HP_0007460
HP_0001226	HP_0200042
HP_0100167	HP_0100065
HP_0100167	HP_0100093
HP_0100106	HP_0100050
HP_0100106	HP_0100088
HP_0100064	HP_0010171
HP_0100064	HP_0010329
HP_0001642	HP_0001641
HP_0006375	HP_0000947
HP_0006375	HP_0002823
HP_0000315	HP_0000271
HP_0010763	HP_0009929
HP_0009752	HP_0002693
HP_0007698	HP_0007894
HP_0010850	HP_0011198
HP_0008052	HP_0000479
HP_0001847	HP_0001844
HP_0001847	HP_0010511
HP_0010879	HP_0000476
HP_0005756	HP_0010655
HP_0005147	HP_0004308
HP_0000648	HP_0000587
HP_0009045	HP_0003201
HP_0009759	HP_0001059
HP_0012276	HP_0100261
HP_0007822	HP_0001147
HP_0002140	HP_0001297
HP_0002140	HP_0002637
HP_0003209	HP_0000816
HP_0010081	HP_0010063
HP_0010081	HP_0010190
HP_0010081	HP_0100944
HP_0008469	HP_0003319
HP_0011032	HP_0001939
HP_0011417	HP_0010881
HP_0012259	HP_0012255
HP_0100511	HP_0100508
HP_0000708	HP_0011446
HP_0010451	HP_0001743
HP_0011246	HP_0011245
HP_0005090	HP_0002980
HP_0008801	HP_0003366
HP_0006662	HP_0000772
HP_0008619	HP_0000407
HP_0011854	HP_0002585
HP_0100212	HP_0100087
HP_0100212	HP_0100097
HP_0011362	HP_0001595
HP_0011159	HP_0011157
HP_0010647	HP_0011121
HP_0009975	HP_0009282
HP_0009975	HP_0009883
HP_0009975	HP_0009972
HP_0007417	HP_0001005
HP_0100143	HP_0100063
HP_0100143	HP_0100091
HP_0006067	HP_0005921
HP_0006067	HP_0006257
HP_0005957	HP_0002795
HP_0000930	HP_0002693
HP_0009285	HP_0004095
HP_0009285	HP_0009172
HP_0009285	HP_0009770
HP_0007942	HP_0000602
HP_0006247	HP_0003037
HP_0006247	HP_0006261
HP_0009219	HP_0009247
HP_0009219	HP_0009398
HP_0009219	HP_0010262
HP_0002667	HP_0002898
HP_0002667	HP_0011794
HP_0001549	HP_0002244
HP_0003275	HP_0002644
HP_0005152	HP_0001638
HP_0007207	HP_0002069
HP_0009894	HP_0000377
HP_0004960	HP_0004414
HP_0000122	HP_0000104
HP_0008476	HP_0003301
HP_0008669	HP_0000025
HP_0100354	HP_0010339
HP_0009438	HP_0009437
HP_0009438	HP_0009460
HP_0009438	HP_0010239
HP_0002194	HP_0001270
HP_0010237	HP_0005920
HP_0010237	HP_0010655
HP_0010237	HP_0010660
HP_0011517	HP_0007803
HP_0001128	HP_0000499
HP_0011950	HP_0011948
HP_0005419	HP_0011840
HP_0009190	HP_0003842
HP_0009190	HP_0005913
HP_0005054	HP_0000944
HP_0004919	HP_0004915
HP_0009454	HP_0009358
HP_0009454	HP_0009444
HP_0009454	HP_0009856
